invoice_id,customer_id,customer_name,customer_segment,region,sales_rep,collector,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,days_outstanding,days_overdue,payment_status,collection_status,payment_method,promise_to_pay_date,last_contact_date
RCV-0530,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-03-09,2025-05-08,60,92119.56,92119.56,0.0,2025-03-27,84,24,Paid,1-30 DPD,Credit Card,,
RCV-0531,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-05-01,2025-06-15,45,43986.55,43986.55,0.0,2025-05-22,31,0,Paid,Current,ACH,,
RCV-0532,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-04-27,2025-05-27,30,115388.56,115388.56,0.0,2025-06-01,35,5,Paid,1-30 DPD,Credit Card,,
RCV-0533,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-01-19,2025-02-18,30,105634.01,23981.78,81652.23,2025-02-15,133,103,Partial,90+ DPD,Credit Card,,2025-06-01
RCV-0534,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2024-12-19,2025-02-17,60,39921.84,0.0,39921.84,,164,104,Overdue,90+ DPD,Credit Card,2025-06-16,2025-05-20
RCV-0535,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2024-12-03,2025-02-01,60,48836.92,48836.92,0.0,2025-05-13,180,120,Paid,90+ DPD,ACH,,
RCV-0536,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-02-03,2025-03-05,30,10304.46,5329.46,4975.0,2025-03-27,118,88,Partial,61-90 DPD,Credit Card,,2025-05-20
RCV-0537,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-05-23,2025-06-07,15,52781.81,52781.81,0.0,2025-06-03,9,0,Paid,Current,Wire,,
RCV-0538,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-04-27,2025-06-26,60,4410.0,0.0,4410.0,,35,0,Current,Current,Check,,
RCV-0539,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-04-14,2025-04-29,15,6054.77,6054.77,0.0,2025-05-29,48,33,Paid,31-60 DPD,Credit Card,,
RCV-0540,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-03-18,2025-04-02,15,61215.29,61215.29,0.0,2025-05-07,75,60,Paid,31-60 DPD,Wire,,
RCV-0541,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-03-06,2025-03-21,15,25989.27,0.0,25989.27,,87,72,Overdue,61-90 DPD,Credit Card,,2025-06-01
RCV-0542,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-02-17,2025-04-18,60,48730.63,48730.63,0.0,2025-03-19,104,44,Paid,31-60 DPD,Check,,
RCV-0543,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-16,2025-03-02,45,67777.99,67777.99,0.0,2025-01-24,136,91,Paid,90+ DPD,Check,,
RCV-0544,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2024-12-04,2025-03-04,90,21042.4,21042.4,0.0,2025-03-15,179,89,Paid,61-90 DPD,Check,,
RCV-0545,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-02-23,2025-05-24,90,95050.62,95050.62,0.0,2025-05-31,98,8,Paid,1-30 DPD,Wire,,
RCV-0546,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2024-12-11,2025-01-10,30,100212.14,100212.14,0.0,2025-02-13,172,142,Paid,90+ DPD,Credit Card,,
RCV-0547,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-16,2025-04-16,90,21984.78,21984.78,0.0,2025-04-24,136,46,Paid,31-60 DPD,Check,,
RCV-0548,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-05,2025-01-20,15,76502.61,76502.61,0.0,2025-02-04,147,132,Paid,90+ DPD,Credit Card,,
RCV-0549,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-04-21,2025-05-21,30,23829.2,23829.2,0.0,2025-06-01,41,11,Paid,1-30 DPD,ACH,,
RCV-0550,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-04-04,2025-06-03,60,17940.62,0.0,17940.62,,58,0,Current,Current,Wire,,
RCV-0551,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-03-06,2025-06-04,90,29575.38,0.0,29575.38,,87,0,Current,Current,Check,,
RCV-0552,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-17,2025-03-18,60,80816.66,80816.66,0.0,2025-04-12,135,75,Paid,61-90 DPD,Check,,
RCV-0553,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-02-28,2025-03-15,15,39574.63,39574.63,0.0,2025-03-03,93,78,Paid,61-90 DPD,ACH,,
RCV-0554,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-05-06,2025-05-21,15,83753.93,83753.93,0.0,2025-05-31,26,11,Paid,1-30 DPD,Check,,
RCV-0555,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-16,2025-02-15,30,40600.06,40600.06,0.0,2025-03-28,136,106,Paid,90+ DPD,Check,,
RCV-0556,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-02-19,2025-03-06,15,27753.21,27753.21,0.0,2025-02-23,102,87,Paid,61-90 DPD,Wire,,
RCV-0557,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-04,2025-02-03,30,31155.84,31155.84,0.0,2025-02-17,148,118,Paid,90+ DPD,Credit Card,,
RCV-0558,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-10,2025-02-24,45,47670.29,47670.29,0.0,2025-05-05,142,97,Paid,90+ DPD,Wire,,
RCV-0559,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-05-06,2025-06-20,45,68884.28,0.0,68884.28,,26,0,Current,Current,Wire,,
RCV-0560,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-03-11,2025-03-26,15,79744.28,79744.28,0.0,2025-05-31,82,67,Paid,61-90 DPD,Check,,
RCV-0561,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-02-06,2025-03-08,30,4067.83,4067.83,0.0,2025-04-15,115,85,Paid,61-90 DPD,Check,,
RCV-0562,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-02-12,2025-03-29,45,5975.21,5975.21,0.0,2025-05-29,109,64,Paid,61-90 DPD,Wire,,
RCV-0563,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-03-19,2025-04-03,15,14502.86,14502.86,0.0,2025-04-15,74,59,Paid,31-60 DPD,Check,,
RCV-0564,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-05-06,2025-07-05,60,110527.02,110527.02,0.0,2025-06-14,26,0,Paid,Current,Wire,,
RCV-0565,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-02,2025-03-03,60,109985.13,109985.13,0.0,2025-04-03,150,90,Paid,61-90 DPD,Wire,,
RCV-0566,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-05-25,2025-07-24,60,90815.44,0.0,90815.44,,7,0,Current,Current,Credit Card,,
RCV-0567,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-05-21,2025-06-20,30,58102.32,0.0,58102.32,,11,0,Current,Current,Check,,
RCV-0568,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-04-10,2025-07-09,90,86611.59,0.0,86611.59,,52,0,Current,Current,Check,,
RCV-0569,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-21,2025-03-22,60,93423.38,93423.38,0.0,2025-02-04,131,71,Paid,61-90 DPD,Wire,,
RCV-0570,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-02-02,2025-03-04,30,25179.31,25179.31,0.0,2025-04-23,119,89,Paid,61-90 DPD,Credit Card,,
RCV-0571,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-04-18,2025-07-17,90,102851.25,0.0,102851.25,,44,0,Current,Current,Check,,
RCV-0572,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-04-09,2025-06-08,60,77852.39,77852.39,0.0,2025-05-13,53,0,Paid,Current,Check,,
RCV-0573,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-05-10,2025-05-25,15,79405.66,79405.66,0.0,2025-05-27,22,7,Paid,1-30 DPD,Check,,
RCV-0574,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-28,2025-02-27,30,53838.25,53838.25,0.0,2025-03-10,124,94,Paid,90+ DPD,Credit Card,,
RCV-0575,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-20,2025-02-04,15,55727.05,9744.92,45982.13,2025-05-17,132,117,Partial,90+ DPD,Check,,2025-05-31
RCV-0576,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-02-01,2025-05-02,90,20167.86,20167.86,0.0,2025-03-31,120,30,Paid,1-30 DPD,Credit Card,,
RCV-0577,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-04-27,2025-06-11,45,43658.34,0.0,43658.34,,35,0,Current,Current,Wire,,
RCV-0578,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-03-28,2025-05-12,45,55695.34,18700.5,36994.84,2025-04-23,65,20,Partial,1-30 DPD,Credit Card,2025-06-22,2025-05-31
RCV-0579,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2024-12-27,2025-03-27,90,98586.74,98586.74,0.0,2025-05-11,156,66,Paid,61-90 DPD,Credit Card,,
RCV-0580,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-04-18,2025-07-17,90,91478.02,91478.02,0.0,2025-05-02,44,0,Paid,Current,Check,,
RCV-0581,CUST-017,Digital Agency Pro,SMB,North,Pedro Alvarez,Elena Ruiz,2025-01-05,2025-02-04,30,53784.85,0.0,53784.85,,147,117,Overdue,90+ DPD,Wire,,2025-05-29
RCV-0582,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-05-01,2025-06-30,60,68541.02,0.0,68541.02,,31,0,Current,Current,Credit Card,,
RCV-0583,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2024-12-23,2025-02-06,45,14241.05,5997.47,8243.58,2025-03-19,160,115,Partial,90+ DPD,Check,2025-06-10,2025-05-29
RCV-0584,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-21,2025-04-22,60,43062.7,43062.7,0.0,2025-04-23,100,40,Paid,31-60 DPD,Credit Card,,
RCV-0585,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-13,2025-04-14,60,66229.79,66229.79,0.0,2025-05-18,108,48,Paid,31-60 DPD,Credit Card,,
RCV-0586,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-01-03,2025-02-17,45,6788.53,6788.53,0.0,2025-05-13,149,104,Paid,90+ DPD,ACH,,
RCV-0587,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2024-12-31,2025-01-30,30,32691.46,4650.24,28041.22,2025-05-25,152,122,Partial,90+ DPD,ACH,,2025-05-25
RCV-0588,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-05-07,2025-05-22,15,94794.53,0.0,94794.53,,25,10,Overdue,1-30 DPD,Wire,,2025-05-31
RCV-0589,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-08,2025-02-23,15,42622.37,42622.37,0.0,2025-03-22,113,98,Paid,90+ DPD,Wire,,
RCV-0590,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2024-12-27,2025-01-26,30,69518.05,16428.58,53089.47,2025-04-06,156,126,Partial,90+ DPD,Check,2025-06-17,2025-05-28
RCV-0591,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2024-12-23,2025-02-21,60,43613.19,29156.62,14456.57,2025-05-28,160,100,Partial,90+ DPD,Check,2025-06-29,2025-05-24
RCV-0592,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-03-05,2025-06-03,90,28202.26,0.0,28202.26,,88,0,Current,Current,Wire,,
RCV-0593,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-03-12,2025-05-11,60,19177.67,0.0,19177.67,,81,21,Overdue,1-30 DPD,ACH,,2025-05-24
RCV-0594,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-04-02,2025-05-02,30,29211.47,0.0,29211.47,,60,30,Overdue,1-30 DPD,Check,2025-06-16,2025-05-28
RCV-0595,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-02,2025-04-03,60,2159.11,2159.11,0.0,2025-04-21,119,59,Paid,31-60 DPD,ACH,,
RCV-0596,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2024-12-24,2025-02-22,60,66408.92,66408.92,0.0,2025-01-04,159,99,Paid,90+ DPD,Check,,
RCV-0597,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-16,2025-04-17,60,37207.37,37207.37,0.0,2025-04-02,105,45,Paid,31-60 DPD,Credit Card,,
RCV-0598,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-01-04,2025-02-18,45,34419.34,34419.34,0.0,2025-01-14,148,103,Paid,90+ DPD,Wire,,
RCV-0599,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-23,2025-04-24,60,109376.89,109376.89,0.0,2025-03-06,98,38,Paid,31-60 DPD,ACH,,
RCV-0600,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-03-14,2025-05-13,60,48839.75,48839.75,0.0,2025-04-10,79,19,Paid,1-30 DPD,Credit Card,,
RCV-0601,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-03-14,2025-06-12,90,109070.65,0.0,109070.65,,79,0,Current,Current,Check,,
RCV-0602,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-05-09,2025-05-24,15,95145.44,95145.44,0.0,2025-05-28,23,8,Paid,1-30 DPD,Check,,
RCV-0603,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-01-14,2025-01-29,15,17042.6,17042.6,0.0,2025-05-07,138,123,Paid,90+ DPD,Wire,,
RCV-0604,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-03-29,2025-06-27,90,55702.57,0.0,55702.57,,64,0,Current,Current,ACH,,
RCV-0605,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-01,2025-05-02,90,55785.43,9820.49,45964.94,2025-05-08,120,30,Partial,1-30 DPD,Check,2025-06-25,2025-05-25
RCV-0606,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-05-09,2025-06-23,45,19729.38,0.0,19729.38,,23,0,Current,Current,ACH,,
RCV-0607,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-04-12,2025-05-12,30,30857.2,30857.2,0.0,2025-05-29,50,20,Paid,1-30 DPD,Wire,,
RCV-0608,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2024-12-13,2025-02-11,60,27109.81,0.0,27109.81,,170,110,Overdue,90+ DPD,Check,,2025-05-20
RCV-0609,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-16,2025-03-03,15,11606.05,11606.05,0.0,2025-03-20,105,90,Paid,61-90 DPD,ACH,,
RCV-0610,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-03-25,2025-05-09,45,95359.6,57656.83,37702.77,2025-05-03,68,23,Partial,1-30 DPD,Check,2025-06-09,2025-05-20
RCV-0611,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-03,2025-05-04,90,85827.32,85827.32,0.0,2025-03-23,118,28,Paid,1-30 DPD,Check,,
RCV-0612,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2024-12-10,2025-01-09,30,52842.68,52842.68,0.0,2025-02-20,173,143,Paid,90+ DPD,Wire,,
RCV-0613,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2024-12-05,2024-12-20,15,55196.49,55196.49,0.0,2024-12-25,178,163,Paid,90+ DPD,ACH,,
RCV-0614,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2024-12-29,2025-02-27,60,9257.3,4557.16,4700.14,2025-02-20,154,94,Partial,90+ DPD,Check,2025-06-04,2025-05-26
RCV-0615,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-04,2025-03-21,45,106741.74,106741.74,0.0,2025-04-22,117,72,Paid,61-90 DPD,Check,,
RCV-0616,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-27,2025-03-29,30,81035.82,81035.82,0.0,2025-04-14,94,64,Paid,61-90 DPD,Wire,,
RCV-0617,CUST-018,Import Export SA,Enterprise,East,Laura Chen,Natalia Vega,2025-02-02,2025-02-17,15,97504.41,97504.41,0.0,2025-05-18,119,104,Paid,90+ DPD,Check,,
RCV-0618,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2024-12-13,2025-02-11,60,69159.33,69159.33,0.0,2025-03-02,170,110,Paid,90+ DPD,Credit Card,,
RCV-0619,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-04-26,2025-05-26,30,93982.26,93982.26,0.0,2025-06-01,36,6,Paid,1-30 DPD,Credit Card,,
RCV-0620,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-01-22,2025-02-21,30,111756.23,111756.23,0.0,2025-03-01,130,100,Paid,90+ DPD,ACH,,
RCV-0621,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2024-12-26,2025-03-26,90,63496.81,0.0,63496.81,,157,67,Overdue,61-90 DPD,Wire,,2025-05-28
RCV-0622,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-04-27,2025-06-11,45,38761.07,0.0,38761.07,,35,0,Current,Current,Credit Card,,
RCV-0623,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2024-12-12,2025-01-26,45,75413.51,0.0,75413.51,,171,126,Overdue,90+ DPD,ACH,,2025-06-01
RCV-0624,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-03-30,2025-06-28,90,64105.1,0.0,64105.1,,63,0,Current,Current,Wire,,
RCV-0625,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-01-15,2025-03-01,45,42146.86,42146.86,0.0,2025-04-29,137,92,Paid,90+ DPD,Wire,,
RCV-0626,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2024-12-16,2024-12-31,15,76820.01,76820.01,0.0,2025-01-19,167,152,Paid,90+ DPD,Credit Card,,
RCV-0627,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-01-31,2025-03-02,30,60262.64,15145.3,45117.34,2025-03-16,121,91,Partial,90+ DPD,Credit Card,,2025-05-24
RCV-0628,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-05-22,2025-07-21,60,67095.69,0.0,67095.69,,10,0,Current,Current,Check,,
RCV-0629,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-03-06,2025-05-05,60,118498.74,118498.74,0.0,2025-05-29,87,27,Paid,1-30 DPD,ACH,,
RCV-0630,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-01-30,2025-04-30,90,100410.81,21764.88,78645.93,2025-02-17,122,32,Partial,31-60 DPD,Wire,2025-06-16,2025-05-30
RCV-0631,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-02-12,2025-03-14,30,33880.42,33880.42,0.0,2025-02-12,109,79,Paid,61-90 DPD,ACH,,
RCV-0632,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-01-03,2025-02-02,30,50869.87,50869.87,0.0,2025-03-19,149,119,Paid,90+ DPD,Wire,,
RCV-0633,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-04-04,2025-07-03,90,11339.67,0.0,11339.67,,58,0,Current,Current,Credit Card,,
RCV-0634,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-04-24,2025-07-23,90,17799.68,0.0,17799.68,,38,0,Current,Current,Check,,
RCV-0635,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-05-01,2025-07-30,90,14883.8,14883.8,0.0,2025-06-29,31,0,Paid,Current,Credit Card,,
RCV-0636,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-03-06,2025-04-20,45,61607.68,61607.68,0.0,2025-03-31,87,42,Paid,31-60 DPD,ACH,,
RCV-0637,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-04-21,2025-05-06,15,55985.17,0.0,55985.17,,41,26,Overdue,1-30 DPD,Credit Card,,2025-05-29
RCV-0638,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-05-22,2025-06-21,30,19807.54,19807.54,0.0,2025-06-07,10,0,Paid,Current,Wire,,
RCV-0639,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-03-27,2025-06-25,90,69197.13,0.0,69197.13,,66,0,Current,Current,Wire,,
RCV-0640,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-03-09,2025-05-08,60,79780.27,79780.27,0.0,2025-05-16,84,24,Paid,1-30 DPD,Check,,
RCV-0641,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-02-13,2025-03-30,45,26668.03,26668.03,0.0,2025-03-29,108,63,Paid,61-90 DPD,Wire,,
RCV-0642,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-05-06,2025-05-21,15,54245.24,54245.24,0.0,2025-06-01,26,11,Paid,1-30 DPD,Credit Card,,
RCV-0643,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-05-05,2025-05-20,15,37970.64,37970.64,0.0,2025-05-16,27,12,Paid,1-30 DPD,ACH,,
RCV-0644,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-02-16,2025-05-17,90,48281.64,48281.64,0.0,2025-05-13,105,15,Paid,1-30 DPD,Check,,
RCV-0645,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2025-04-21,2025-06-05,45,85535.65,0.0,85535.65,,41,0,Current,Current,ACH,,
RCV-0646,CUST-019,EduTech Systems,SMB,East,Laura Chen,Isabela Costa,2024-12-19,2025-03-19,90,12805.01,12805.01,0.0,2025-01-23,164,74,Paid,61-90 DPD,Credit Card,,
RCV-0647,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-02-01,2025-03-03,30,100657.17,100657.17,0.0,2025-03-19,120,90,Paid,61-90 DPD,ACH,,
RCV-0648,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-03-01,2025-03-16,15,51840.67,51840.67,0.0,2025-04-22,92,77,Paid,61-90 DPD,Wire,,
RCV-0649,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-05-18,2025-06-02,15,25326.32,0.0,25326.32,,14,0,Current,Current,Credit Card,,
RCV-0650,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2024-12-21,2025-01-05,15,99229.59,99229.59,0.0,2025-02-03,162,147,Paid,90+ DPD,Wire,,
RCV-0651,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-03-27,2025-05-26,60,40455.58,27175.84,13279.74,2025-06-01,66,6,Partial,1-30 DPD,Wire,2025-06-07,2025-05-22
RCV-0652,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2024-12-19,2025-01-18,30,31416.02,31416.02,0.0,2025-03-04,164,134,Paid,90+ DPD,Credit Card,,
RCV-0653,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-01-08,2025-04-08,90,46144.04,46144.04,0.0,2025-03-03,144,54,Paid,31-60 DPD,Check,,
RCV-0654,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-05-09,2025-08-07,90,111201.06,111201.06,0.0,2025-06-05,23,0,Paid,Current,Credit Card,,
RCV-0655,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2024-12-30,2025-01-14,15,28410.98,28410.98,0.0,2025-02-22,153,138,Paid,90+ DPD,Credit Card,,
RCV-0656,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-01-11,2025-01-26,15,18995.36,18995.36,0.0,2025-01-28,141,126,Paid,90+ DPD,Check,,
RCV-0657,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2024-12-08,2024-12-23,15,9687.41,9687.41,0.0,2025-02-01,175,160,Paid,90+ DPD,Wire,,
RCV-0658,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-01-27,2025-03-28,60,35213.92,35213.92,0.0,2025-04-19,125,65,Paid,61-90 DPD,ACH,,
RCV-0659,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-05-12,2025-08-10,90,51731.32,0.0,51731.32,,20,0,Current,Current,Wire,,
RCV-0660,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-04-01,2025-05-31,60,11467.6,0.0,11467.6,,61,1,Overdue,1-30 DPD,Wire,,2025-05-20
RCV-0661,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2024-12-22,2025-03-22,90,58713.03,0.0,58713.03,,161,71,Overdue,61-90 DPD,ACH,,2025-05-29
RCV-0662,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-03-16,2025-05-15,60,92261.08,39318.3,52942.78,2025-04-22,77,17,Partial,1-30 DPD,Check,2025-06-23,2025-05-29
RCV-0663,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-02-16,2025-04-17,60,52630.56,32307.62,20322.94,2025-06-01,105,45,Partial,31-60 DPD,ACH,,2025-05-19
RCV-0664,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-03-08,2025-05-07,60,104593.91,47300.1,57293.81,2025-03-09,85,25,Partial,1-30 DPD,Check,,2025-05-31
